Degree Centrality,Betweenness Centrality,Closeness Centrality,Pagerank,Hubs,Authorities
0.013333333333333334,0.0,0.373134328358209,0.00428210389791984,0.004266065083649632,0.004266065083649633
0.013333333333333334,0.0,0.373134328358209,0.00428210389791984,0.004266065083649632,0.004266065083649633
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912767
0.013333333333333334,0.0,0.373134328358209,0.0042526553347054085,0.004294461674689711,0.004294461674689711
0.013333333333333334,0.0,0.373134328358209,0.00428210389791984,0.004266065083649632,0.0042660650836496335
0.013333333333333334,0.0,0.35545023696682465,0.004185474140891037,0.0032399442384505777,0.0032399442384505794
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912767
0.013333333333333334,0.0,0.3826530612244898,0.004433107327982463,0.0044255158377227355,0.004425515837722738
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.00479456586791276
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912762
0.013333333333333334,0.0,0.3865979381443299,0.004499065129063321,0.004480204833847854,0.004480204833847859
0.3066666666666667,0.11824967824967823,0.5905511811023622,0.061668894119733586,0.05451574729466349,0.05451574729466348
0.013333333333333334,0.0,0.3865979381443299,0.004499065129063321,0.004480204833847854,0.004480204833847853
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912763
0.08,0.0,0.5172413793103449,0.01657875458319071,0.026715592305857523,0.026715592305857537
0.013333333333333334,0.0,0.3826530612244898,0.004403522309942897,0.00445477900803483,0.004454779008034831
0.013333333333333334,0.0,0.3826530612244898,0.004403522309942897,0.00445477900803483,0.004454779008034828
0.013333333333333334,0.0,0.3826530612244898,0.004433107327982463,0.0044255158377227355,0.004425515837722737
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912763
0.013333333333333334,0.0,0.3826530612244898,0.004433107327982463,0.0044255158377227355,0.004425515837722734
0.013333333333333334,0.0,0.3826530612244898,0.004403522309942897,0.00445477900803483,0.004454779008034826
0.09333333333333334,0.0,0.5244755244755245,0.01879054451355543,0.0299555365443081,0.029955536544308103
0.013333333333333334,0.0,0.3826530612244898,0.004433107327982463,0.0044255158377227355,0.004425515837722736
0.3066666666666667,0.13428571428571426,0.5905511811023622,0.062465604737880154,0.05415526872984251,0.0541552687298425
0.013333333333333334,0.0,0.3865979381443299,0.004499065129063321,0.004480204833847854,0.004480204833847856
0.013333333333333334,0.0,0.373134328358209,0.0042526553347054085,0.004294461674689711,0.004294461674689718
0.013333333333333334,0.0,0.373134328358209,0.0042526553347054085,0.004294461674689711,0.004294461674689713
0.013333333333333334,0.0,0.3826530612244898,0.004403522309942897,0.00445477900803483,0.004454779008034829
0.013333333333333334,0.0,0.3826530612244898,0.004403522309942897,0.00445477900803483,0.004454779008034825
0.013333333333333334,0.0,0.3826530612244898,0.004433107327982463,0.0044255158377227355,0.004425515837722736
0.013333333333333334,0.0,0.3865979381443299,0.004499065129063321,0.004480204833847854,0.004480204833847859
0.013333333333333334,0.0,0.3865979381443299,0.004499065129063321,0.004480204833847854,0.004480204833847856
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912765
0.013333333333333334,0.0,0.3826530612244898,0.004433107327982463,0.0044255158377227355,0.004425515837722735
0.02666666666666667,0.0,0.41208791208791207,0.006855692760387455,0.009089027542602471,0.009089027542602475
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912763
0.08,0.0,0.5172413793103449,0.01657875458319071,0.026715592305857523,0.026715592305857534
0.013333333333333334,0.0,0.3865979381443299,0.004499065129063321,0.004480204833847854,0.004480204833847857
0.37333333333333335,0.22491634491634496,0.6147540983606558,0.08004583923471582,0.05655088461655569,0.0565508846165557
0.013333333333333334,0.0,0.3865979381443299,0.004499065129063321,0.004480204833847854,0.004480204833847856
0.013333333333333334,0.0,0.373134328358209,0.00428210389791984,0.004266065083649632,0.004266065083649633
0.09333333333333334,0.0,0.5244755244755245,0.01879054451355543,0.0299555365443081,0.02995553654430812
0.08,0.0,0.5172413793103449,0.01657875458319071,0.026715592305857523,0.026715592305857523
0.09333333333333334,0.0,0.5244755244755245,0.01879054451355543,0.0299555365443081,0.02995553654430811
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912763
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912768
0.013333333333333334,0.0,0.3865979381443299,0.004499065129063321,0.004480204833847854,0.004480204833847857
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912763
0.013333333333333334,0.0,0.373134328358209,0.0042526553347054085,0.004294461674689711,0.004294461674689714
